set dish :=  792060 532503 474757 793846 631334 770555 717664 718787 832450 527466 539999 671895 484424 483205 504432 574593 550757 751039 747724 512570 532952 770213 506881 509148 669478 225637 631569 3668 477901 551484 516473 615721 736314 764096 597221 698982 548800 512805 485643 743746 530792 446718 504186 225006 522237 558895 548725 509950 535572 556724 574818 223327 840481 607059 86576 574037 829381 440644 498240 610524 208206 705409 618031 471891 201544 211596 210441 216964 482435 499053 472415 629762 616673 380706 356378 486477 742944 465122 526247 7026 825777 510078 526953 518740 485055 838663 6983 769753 381508 482232 666452 225840 499577 85218 207479 222985 501138 544715 7721 494658;

set nutrient :=  Alcohol Caffeine Calcium Calories Carbohydrates Cholesterol Choline Copper Fat Fiber Fluoride Folate Folic_Acid Iron Magnesium Manganese Mono_Unsaturated_Fat Phosphorus Poly_Unsaturated_Fat Potassium Protein Saturated_Fat Selenium Sodium Sugar Trans_Fat Vitamin_A Vitamin_B1 Vitamin_B12 Vitamin_B2 Vitamin_B3 Vitamin_B5 Vitamin_B6 Vitamin_C Vitamin_D Vitamin_E Vitamin_K Zinc;

set ingredient :=  adobo_sauce albacore_tuna angel_hair_pasta apple_cider_vinegar apricot_preserves arborio_rice artichoke_hearts asiago_cheese asparagus asparagus_spears avocado avocados baby_arugula baby_potatoes baby_spinach baby_zucchini bacon baking_mix balsamic_vinegar basil basmati_rice bay_leaf bay_leaves beef_steak beer beetroot beet_roots bell_pepper black_mustard_seed black_olives black_pepper black_sesame_seeds black_vinegar bonito_flakes boston_lettuce_leaves branzino bread bread_crumbs brioche_buns broad_beans broccoli broccoli_florets broccoli_slaw_mix broth brown_sugar bucatini butter buttermilk cajun_seasoning canned_coconut_milk canned_corn canned_tomatoes canned_tuna cannellini_beans canola_oil capers carrots catfish cat_fish_fillet cauliflower cayenne cayenne_pepper celery celery_stalks cherry_tomatoes chicken_broth chicken_stock chicory chile_powder chili_powder chillies chipotle_peppers_in_adobo chives chorizo chorizo_sausage cider_vinegar cilantro cilantro_leaves cinnamon clam_juice coarse_salt coconut_milk coconut_oil cognac cooked_linguine cooked_pasta cooked_white_rice corn cornflakes cornflour cornstarch corn_starch corn_tortillas couscous crab_boil_seasoning crabmeat crab_meat cracked_peppercorns crawfish_tails cream cream_cheese creme_fraiche creole_seasoning crispy_rice_cereal croissants croutons crusty_bread cucumbers cumin curry_leaves curry_powder dark_soy_sauce diced_ham dijon_mustard dill dried_basil dried_chili_peppers dried_ginger dried_oregano dried_parsley dried_tarragon dried_thyme dry_mustard dry_white_wine ears_corn egg egg_noodles eggs egg_whites egg_yolk enchilada_sauce extra_virgin_olive_oil fat_free_chicken_broth fennel fennel_bulb fenugreek_seeds feta fish_fillets fish_sauce fish_sticks fish_stock flat_leaf_parsley_leaves flour flour_tortillas fontina_cheese four_cheese_blend fresh_basil fresh_basil_leaves fresh_chives fresh_cilantro fresh_cilantro_leaves fresh_coriander fresh_dill fresh_flat-leaf_parsley fresh_ginger fresh_ginger_root fresh_parsley fresh_parsley_leaves fresh_rosemary fresh_tarragon fresh_thyme fusilli_pasta garlic garlic_clove garlic_cloves garlic_powder garlic_salt garlic_scapes ginger ginger_root goat_cheese granny_smith_apple grape_tomatoes greek_yogurt green_beans green_bell_pepper green_cabbage green_olives green_onion green_onions green_pepper greens ground_cayenne_pepper ground_coriander ground_cumin ground_ginger ground_paprika ground_pepper haddock half_and_half half_n_half halibut hard-boiled_eggs heavy_cream heavy_whipping_cream herbs honey horseradish_sauce hot_sauce italian_seasoned_bread_crumbs jalapeno jalapeno_chile jalapeno_pepper jicama juice_of_lemon juice_of_lime juice_of_orange jumbo_prawns jumbo_shrimp kalamata_olives kale kosher_salt leek lemon lemon_essence lemon_juice lemon_pepper_seasoning lemon_rind lemons lemon_wedges lemon_zest lettuce lettuce_leaves light_mayonnaise light_soy_sauce light_tuna lime lime_juice limes lime_zest lobster_meat long-grain_rice lowfat_greek_yogurt low_fat_mayonnaise low_fat_sour_cream low_sodium_soy_sauce lump_crab_meat mahi_mahi_fillets mango maple_syrup marinara_sauce mayonnaise mexican_crema milk mirin Miso_Soybean_Paste mixed_greens mixed_salad_greens monterey_jack_cheese mussels mustard mustard_powder new_potatoes nutmeg oil_packed_tuna old_bay_seasoning olive olive_oil olive_tapenade onion onion_powder onions orange_juice orange_zest orzo panko_breadcrumbs panko_bread_crumbs paprika parmesan parmesan_cheese parmigiano_reggiano_cheese parsley parsley_leaves passata pasta peanut_oil peanuts peas pea_shoots peeled_tomatoes penne_pasta pepper pepper_sauce pesto pineapple pineapple_tidbits pine_nuts pistachio plain_greek_yogurt plain_yogurt pollock ponzu_sauce poppy_seed_rolls potatoes pumpkin_pie_spice radishes raisins raw_shrimp red_bell_pepper red_cabbage red_chile_flakes red_chili_flakes red_onion red_pepper red_pepper_flakes red_pepper_powder red_snapper_fillets red_sweet_pepper reduced_sodium_soy_sauce rice rice_crackers rice_wine_vinegar roasted_peanuts rocket_salad rolls romaine_hearts romaine_lettuce rosemary rotini_pasta russet_potatoes rustic_bread salad_greens salmon salmon_filets salmon_fillet salmon_fillets salmon_steaks salt salt_and_pepper salted_butter Salt__Pepper scallion scallions seafood_stock sea_salt sea-salt sea_scallops sesame_oil sesame_seeds shallot shallots shaoxing_wine sherry_vinegar shredded_mozzarella_cheese shrimp slaw_dressing smoked_paprika smoked_salmon snapper_filets sole sorrel sour_cream soy_sauce spicy_brown_mustard spiral_pasta spring_onion spring_onions sriracha stir_fry_mix stone_ground_mustard sugar sundried_tomato_wrap sunflower_oil sweet_chili_sauce sweet_paprika sweet_pickle_relish sweet_potatoes sweet_smoked_paprika swiss_cheese tabasco_sauce tamari_soy_sauce tequila thyme_sprigs tilapia tilapia_fillets tomato tomatoes tomato_paste tuna tuna_packed_in_water tuna_steaks turmeric unsalted_butter vegetable_broth vegetable_oil vodka walnuts water watercress white_distilled_vinegar white_fish white_fish_fillets white_miso white_pepper white_rice white_sesame_seeds white_sugar white_wine white_wine_vinegar whole-grain_mustard whole_peppercorns worcestershire_sauce yellow_cornmeal yellow_onion yellow_onions zucchini;

param dishnutrient default 0 := 
792060 Calcium 234.43
792060 Calories 448.38
792060 Carbohydrates 22.02
792060 Cholesterol 298.27
792060 Choline 126.71
792060 Copper 0.46
792060 Fat 28.26
792060 Fiber 7.05
792060 Fluoride 231.52
792060 Folate 137.31
792060 Iron 4.03
792060 Magnesium 90.08
792060 Manganese 0.87
792060 Mono_Unsaturated_Fat 16.74
792060 Phosphorus 360.08
792060 Poly_Unsaturated_Fat 4.07
792060 Potassium 869.63
792060 Protein 29.15
792060 Saturated_Fat 5.63
792060 Selenium 57.81
792060 Sodium 1146.95
792060 Sugar 6.14
792060 Trans_Fat 0.01
792060 Vitamin_A 3863.49
792060 Vitamin_B1 0.21
792060 Vitamin_B12 0.96
792060 Vitamin_B2 0.2
792060 Vitamin_B3 3.49
792060 Vitamin_B5 1.5
792060 Vitamin_B6 0.39
792060 Vitamin_C 68.18
792060 Vitamin_D 0.07
792060 Vitamin_E 4.83
792060 Vitamin_K 56.14
792060 Zinc 3.25
532503 Calcium 279.8
532503 Calories 720.39
532503 Carbohydrates 70.52
532503 Cholesterol 301.4
532503 Choline 111.97
532503 Copper 0.6
532503 Fat 34.69
532503 Fiber 9.25
532503 Fluoride 235.34
532503 Folate 134.77
532503 Folic_Acid 33.3
532503 Iron 4.89
532503 Magnesium 89.54
532503 Manganese 1.36
532503 Mono_Unsaturated_Fat 19.47
532503 Phosphorus 386.77
532503 Poly_Unsaturated_Fat 4.33
532503 Potassium 702
532503 Protein 32.93
532503 Saturated_Fat 4.51
532503 Selenium 70.68
532503 Sodium 2527.37
532503 Sugar 11.55
532503 Vitamin_A 846.06
532503 Vitamin_B1 0.25
532503 Vitamin_B12 0.84
532503 Vitamin_B2 0.21
532503 Vitamin_B3 4.01
532503 Vitamin_B5 2.09
532503 Vitamin_B6 0.41
532503 Vitamin_C 19.32
532503 Vitamin_E 5.16
532503 Vitamin_K 35.27
532503 Zinc 3.65
474757 Calcium 200.41
474757 Calories 469.5
474757 Carbohydrates 44.68
474757 Cholesterol 316.26
474757 Choline 99.12
474757 Copper 0.49
474757 Fat 17.64
474757 Fiber 2.17
474757 Fluoride 228.34
474757 Folate 26.14
474757 Iron 3.66
474757 Magnesium 71.84
474757 Manganese 1.1
474757 Mono_Unsaturated_Fat 5.8
474757 Phosphorus 352.27
474757 Poly_Unsaturated_Fat 1.93
474757 Potassium 329.96
474757 Protein 31.47
474757 Saturated_Fat 8.17
474757 Selenium 90.48
474757 Sodium 1504.76
474757 Sugar 1.67
474757 Trans_Fat 0.47
474757 Vitamin_A 636.59
474757 Vitamin_B1 0.07
474757 Vitamin_B12 0.9
474757 Vitamin_B2 0.06
474757 Vitamin_B3 2.13
474757 Vitamin_B5 0.47
474757 Vitamin_B6 0.15
474757 Vitamin_C 18.34
474757 Vitamin_D 0.21
474757 Vitamin_E 2.16
474757 Vitamin_K 54.51
474757 Zinc 3.17
793846 Calcium 44.45
793846 Calories 446.48
793846 Carbohydrates 18.36
793846 Cholesterol 124.74
793846 Choline 4.47
793846 Copper 0.66
793846 Fat 19.13
793846 Fiber 1.22
793846 Folate 83.35
793846 Iron 2.42
793846 Magnesium 95.36
793846 Manganese 0.35
793846 Mono_Unsaturated_Fat 6.81
793846 Phosphorus 502.28
793846 Poly_Unsaturated_Fat 7.33
793846 Potassium 1231.09
793846 Protein 48.44
793846 Saturated_Fat 2.92
793846 Selenium 84.14
793846 Sodium 1044.64
793846 Sugar 14.63
793846 Vitamin_A 110.27
793846 Vitamin_B1 0.57
793846 Vitamin_B12 7.23
793846 Vitamin_B2 0.88
793846 Vitamin_B3 19.68
793846 Vitamin_B5 3.99
793846 Vitamin_B6 1.94
793846 Vitamin_C 3.63
793846 Vitamin_E 0.03
793846 Vitamin_K 0.72
793846 Zinc 1.72
631334 Calcium 362.17
631334 Calories 381.77
631334 Carbohydrates 8.38
631334 Cholesterol 571.53
631334 Choline 188.83
631334 Copper 0.7
631334 Fat 17.35
631334 Fiber 1.59
631334 Fluoride 520.73
631334 Folate 22.31
631334 Iron 5.69
631334 Magnesium 87.06
631334 Manganese 1.07
631334 Mono_Unsaturated_Fat 1.93
631334 Phosphorus 462.41
631334 Poly_Unsaturated_Fat 2.11
631334 Potassium 301.92
631334 Protein 47.21
631334 Saturated_Fat 11.64
631334 Selenium 109.2
631334 Sodium 8915.15
631334 Sugar 4.42
631334 Vitamin_A 1186.36
631334 Vitamin_B1 0.04
631334 Vitamin_B12 1.68
631334 Vitamin_B2 0.07
631334 Vitamin_B3 1.81
631334 Vitamin_B5 0.39
631334 Vitamin_B6 0.16
631334 Vitamin_C 10.88
631334 Vitamin_E 4.56
631334 Vitamin_K 7.68
631334 Zinc 4.74
770555 Calcium 246.69
770555 Calories 635.76
770555 Carbohydrates 35.17
770555 Cholesterol 338.44
770555 Choline 143.6
770555 Copper 0.42
770555 Fat 40.37
770555 Fiber 1.84
770555 Fluoride 228.14
770555 Folate 82.01
770555 Folic_Acid 49.7
770555 Iron 5.07
770555 Magnesium 59.6
770555 Manganese 0.82
770555 Mono_Unsaturated_Fat 14.83
770555 Phosphorus 318.66
770555 Poly_Unsaturated_Fat 18.53
770555 Potassium 212.95
770555 Protein 31.34
770555 Saturated_Fat 5.3
770555 Selenium 81.56
770555 Sodium 1713.27
770555 Sugar 2.14
770555 Trans_Fat 0.11
770555 Vitamin_A 172.45
770555 Vitamin_B1 0.33
770555 Vitamin_B12 0.99
770555 Vitamin_B2 0.29
770555 Vitamin_B3 3.43
770555 Vitamin_B5 0.64
770555 Vitamin_B6 0.07
770555 Vitamin_C 7.4
770555 Vitamin_D 0.28
770555 Vitamin_E 5.03
770555 Vitamin_K 73.04
770555 Zinc 3.06
717664 Calcium 235.75
717664 Calories 623.68
717664 Carbohydrates 69.27
717664 Cholesterol 198.43
717664 Choline 73.8
717664 Copper 0.45
717664 Fat 23.96
717664 Fiber 3.9
717664 Fluoride 114.42
717664 Folate 40.27
717664 Iron 3.2
717664 Magnesium 82.18
717664 Manganese 1.12
717664 Mono_Unsaturated_Fat 7.48
717664 Phosphorus 414.53
